judul,isi,tanggal,kategori
"5 Pimpinan KPK 2024-2029 Terpilih, Berikut Nama-namanya","JAKARTA, KOMPAS.com - Komisi III Dewan Perwakilan Rakyat (DPR) RI telah memilih 5 pimpinan Komisi Pemberantasan Korupsi (KPK) periode 2024–2029. Pemilihan dilakukan melalui mekanisme voting pada Kamis (21/11/2024). Berikut perolehan suara 10 capim KPK yang dibacakan oleh Ketua Komisi III DPR RI Habiburokhman: 1. Setyo Budiyanto 46 suara 2. Poengky Indarti 2 suara 3. Fitroh Rohcahyanto 48 suara 4. Michael Rolandi Chesnata Brata 9 suara 5. Ida Budhiati 8 suara 6. Ibnu Basuki Widodo 33 suara 7. Johanis Tanak 48 suara 8. Djoko Poerwanto 2 suara 9. Ahmad Alamsyah Saragih 4 suara 10. Agus Joko Pramono 39 Baca juga: Komisi III DPR Tetapkan Komjen Setyo Budiyanto Jadi Ketua KPK 2024-2029 Dari hasil penghitungan tersebut, Komisi III DPR RI kemudian memilih 5 capim KPK dengan perolehan suara terbanyak untuk ditetapkan sebagai pimpinan terpilih. Berikut daftarnya: 1. Setyo Budiyanto 2. Fitroh Rohcahyanto ","Kompas.com - 21/11/2024, 13:16 WIB",Nasional
DPR Tegaskan Kenaikan PPN Bisa Ditunda Tanpa Harus Ubah UU," JAKARTA, KOMPAS.com - Wakil Ketua Komisi XI RI Dolfie AFP mengatakan pemerintah bisa menunda kenaikan pajak pertambahan nilai (PPN) menjadi 12 persen tanpa mengubah undang-undang.  Ia mengatakan, undang-undang pajak memberi keleluasaan pada pemerintah untuk mengatur soal pajak dengan syarat berkonsultasi lebih dulu dengan DPR RI.  “Oh iya undang-undang pajaknya enggak perlu diubah. Karena di undang-undang itu sudah memberikan amanat ke pemerintah,” ujar Dolfie pada awak media di Gedung DPR RI, Rabu (21/11/2024).   “Kalau mau turunin tarif boleh, tapi minta persetujuan DPR,” sambungnya.   Baca juga: Realitas Ketimpangan: Indonesia Butuh Pajak Kekayaan, Bukan PPN 12 Persen  Adapun aturan terkait pajak tertera pada Undang-Undang Nomor 7 Tahun 2021 tentang Harmonisasi Peraturan Perpajakan.   Dolfie menyatakan, DPR sebenarnya pernah bertanya pada pemerintah apakah tetap bakal menaikkan PPN menjadi 12 persen di tahun 2025.  Namun, pihak pemerintah menjawab menunggu arahan dari presiden.   Dolfie menduga saat ini belum ada arahan terbaru dari Presiden Prabowo Subianto soal kebijakan itu.  “Nah mungkin saat ini belum ada arahan terbaru dari Presiden terkait itu. Karena kalau itu diturunkan menjadi 11 persen saja misalnya, maka pemerintah kehilangan pendapatan Rp 50 triliun kira-kira,” paparnya.  Baca juga: Ramai-ramai Ajakan Frugal Living dan Kurangi Belanja untuk Memprotes PPN 12 Persen, Apa Dampaknya?  Diketahui Menteri Keuangan Sri Mulyani telah menyatakan bakal tetap menaikkan PPN menjadi 12 persen per 1 Januari 2025.  Kebijakan itu mendapatkan banyak kritik karena dianggap tidak sesuai dengan kondisi ekonomi masyarakat saat ini.  Kritik pun muncul dari Wakil Ketua DPR RI Cucun Ahmad Syamsurijal yang meminta pemerintah mengkaji ulang kebijakan tersebut.  Ia mengatakan, kenaikan PPN bakal menurunkan daya beli masyarakat pada berbagai kebutuhan domestik.  Kemudian, Wakil Ketua Komisi VII DPR RI Evita Nursanty juga menyatakan bahwa kenaikan PPN bakal mematikan UMKM.  Pasalnya, UMKM sangat bergantung pda daya beli masyarakat kelas menengah ke bawah yang kemungkinan akan mengalami penurunan daya beli setelah harga barang dan jasa naik imbas kenaikan PPN. ","Kompas.com - 21/11/2024, 13:15 WIB",Nasional
"Ridwan Kamil Disambut Histeris Ibu-ibu di Gandaria, Lengan sampai Kena Cakar","JAKARTA, KOMPAS.com - Calon gubernur Jakarta nomor urut 1 Ridwan Kamil mendapat sambutan meriah dari ibu-ibu saat blusukan ke RW 11 Gandaria Utara, Jakarta Selatan,Kamis (21/11/2024). Sebelum Ridwan tiba, para ibu yang mengenakan kaus putih dan kerudung oranye dan biru berlogo ""Rido"" itu tampak berbaris di kiri kanan gang. Sekitar pukul 10.51 WIB, ibu-ibu ini berteriak histeris. Ternyata, sosok yang mereka tunggu-tunggu tiba. Baca juga: Ridwan Kamil: Dibanding 5 Tahun Lalu, Pilkada Jakarta Sekarang Lebih Kondusif  Ridwan yang memakai kaus krem dan rompi putih bertuliskan ""Rido"" berlogo gambar Monas ini pun langsung menyalami para ibu sambil tersenyum. Beberapa ibu bersenandung ""Ridwan Kamil siapa yang punya, Ridwan Kamil siapa yang punya"". Ada juga yang berteriak ""satu putaran"" sambil mengacungkan jari telunjuk. Para ibu berebut bersalaman dan meminta foto bersama mantan Gubernur Jawa Barat itu. Saking semangatnya ibu-ibu menyambut Ridwan, lengan politikus Partai Golkar ini sampai kena cakar.Ridwan pun refleks memegang lengannya sambil terus tersenyum. Terlihat lengan kiri Ridwan memerah akibat cakaran. Meski begitu, Ridwan mengaku senang lantaran warga memperlihatkan dukungan untuk dirinya. “Saya mah paling suka blusukan, beneran. Ngobrol ke sini, nengok yang sakit, dengar curhatan ibu-ibu. Dan, penyambutannya genuine, ini kena cakar lagi,” ujar Ridwan. Pada blusukan kali ini, Ridwan menyusuri gang kecil sambil menyapa warga, baik yang muda maupun lanjut usia (lansia). Dia mengaku mendengar banyak keluhan soal banjir. “Ternyata ada permasalahan (banjir) dari RW ya. Banjirnya. Memang harus diaudit ya dan enggak bisa saya jawab sekarang,” kata Ridwan. Baca juga: Ditantang Ketum Jakmania, Ridwan Kamil: Saya Sudah Pakai Jersei Persija Selain itu, Ridwan juga mengaku mendengar curhat seorang lansia yang tidak bisa keluar rumah karena sakit. Mendengar keluhan itu, Ridwan berjanji akan menghadirkan fasilitas yang dibutuhkan warga langsung ke rumah-rumah. Dia juga berjanji akan kembali lagi ke wilayah ini untuk mendata masalah-masalah warga lainnya jika terpilih sebagai gubernur. “Jadi, pasangan Rido ini mau mengubah ideologinya. Tidak selalu warga itu datang ke fasilitas negara,” lanjut Ridwan. ","Kompas.com - 21/11/2024, 13:11 WIB",Megapolitan
Komisi III DPR Tetapkan Komjen Setyo Budiyanto Jadi Ketua KPK 2024-2029,"JAKARTA, KOMPAS.com - Komisi III DPR RI menetapkan Komjen Pol Setyo Budiyanto sebagai Ketua Komisi Pemberantasan Korupsi (KPK) periode 2024-2029. Penetapan ini dilakukan berdasarkan pemungutan suara atau voting yang dilakukan setelah uji kepatutan dan kelayakan (fit and proper test) atas sepuluh nama calon pimpinan KPK rampung digelar. Pantauan Kompas.com dalam rapat pleno di Ruang Rapat Komisi III DPR, Kompleks Parlemen, Jakarta, Kamis (21/11/2024), Komisi III memilih Setyo sebagai Ketua KPK yang baru. Hasil voting, Setyo memperoleh 46 suara dalam voting, dari total 48 suara. Adapun rapat pleno ini dipimpin Ketua Komisi III, Habiburokhman. Baca juga: Komisi III DPR Tetapkan Komjen Setyo Budiyanto Jadi Ketua KPK 2024-2029 Hadir juga empat Wakil Ketua Komisi III Ahmad Sahroni, Rano Al Fath, Dede Indra Permana, dan Sari Yuliati. Rapat dihadiri 48 anggota Komisi III DPR RI dari delapan fraksi secara langsung di ruang rapat pleno Komisi III DPR RI. Dalam rapat, Komisi III DPR RI juga menetapkan empat komisioner KPK terpilih. Selain Setyo, empat komisioner terpilih lainnya adalah Fitroh Rohcahyanto, Ibnu Basuki Widodo, Johanis Tanak, dan Agus Joko Pramono.   Nantinya, nama-nama para komisioner terpilih tersebut kemudian segera dibawa ke rapat paripurna DPR untuk disahkan sebagai komisioner KPK. Selanjutnya, kelima komisioner KPK tersebut akan dilantik oleh Presiden RI Prabowo Subianto di Istana Negara. Baca juga: KPK Disebut Kerap Kalah Praperadilan, Alexander Marwata Soroti Putusan Pengadilan yang Tak Konsisten Diberitakan sebelumnya, Komisi III DPR RI telah menggelar fit and proper test terhadap 10 calon pimpinan KPK. Proses ini digelar dua hari pada 18-19 November 2024. Pada 18 November, empat capim yang mengikuti fit and proper adalah Setyo Budiyanto, Poengky Indarti, Fitroh Rohcahyanto, dan Michael Rolandi Chesnata Brata. Sedangkan pada hari kedua, giliran enam capim KPK yang menjalani ujian yakni Ida Budhiarti, Ibnu Basuki Widodo, Johanis Tanak, Djoko Poerwanto, Ahmad Alamsyah Saragih dan Agus Joko Pramono. ","Kompas.com - 21/11/2024, 13:07 WIB",Nasional
"Wapres Tinjau Makan Bergizi Gratis di SMKN 3 Tangerang, Menunya Disiapkan Sekolah","JAKARTA, KOMPAS.com - Wakil Presiden (Wapres) Gibran Rakabuming Raka meninjau pelaksanaan uji coba program Makan Bergizi Gratis (MBG) di Sekolah Menengah Kejuruan (SMK) Negeri 3 Tangerang, Kota Tangerang, Provinsi Banten, Kamis (21/11/2024).  Dilansir dari Sekretariat Wakil Presiden (Setwapres), peninjauan program prioritas pemerintah yang dilakukan oleh Wapres didampingi oleh Penjabat (Pj) Gubernur Banten, Al Muktabar dan Pj Wali Kota Tangerang Nurdin.   Kehadiran orang nomor dua di Indonesia itu disambut hangat dengan antusiasme dari para siswa, guru, dan manajemen sekolah. Baca juga: Momen Wapres Gibran Kunjungi Warga Terdampak Banjir Rob di Muara Angke  Dalam kunjungan ini, Wapres menekankan bahwa program MBG bukan sekadar penyediaan makanan gratis, melainkan langkah strategis untuk menciptakan generasi yang lebih sehat dan produktif.  Selain itu, Gibran menyoroti pentingnya sinergi dan keterlibatan berbagai pihak, termasuk sekolah kejuruan seperti SMKN 3 Tangerang dalam mendukung program nasional Presiden Prabowo Subianto tersebut. Wapres pun memberikan apresiasi kepada SMKN 3 Tangerang atas kontribusinya menyiapkan dan menyajikan 864 paket menu bergizi kali ini yang terdiri atas nasi, ayam teriyaki, tumis buncis wortel bakso, pisang, dan susu.  Eks Wali Kota Solo itu menilai, model pelibatan pendidikan kejuruan pada program pemerintah semacam ini tidak hanya akan mendorong peningkatan kesehatan anak didik, tetapi juga kapasitas pembelajaran bagi siswa. Baca juga: Golkar Resmi Dapat SK, Bahlil Tegaskan Jokowi dan Gibran Tak Bergabung  Untuk mendukung program ini, seorang siswa di Kelas XI Kuliner 2, Muhammad Azhar Malik menyiapkan MBG untuk sekolahnya sebagai bentuk praktik atas keilmuannya.  Selain itu, kegiatan ini juga dinilai dapat menambah pengalaman menyiapkan makanan sehat dalam jumlah banyak, sekaligus mengemas dan menyajikannya secara higienis.   “Tentu ada banyak pengalaman (yang diperoleh), apalagi menyiapkannya makanan dalam porsi banyak begini,” kata Azhar Malik. ","Kompas.com - 21/11/2024, 13:06 WIB",Nasional
"Cegah Pencoblosan Pilkada Diguncang Bencana, 27 TPS Rawan di Bogor Dipindahkan","BOGOR, KOMPAS.com- Komisi Pemilihan Umum (KPU) Kota Bogor telah memindahkan 27 Tempat Pemungutan Suara (TPS) yang berada di wilayah rawan bencana ke lokasi yang lebih aman. Langkah ini diambil untuk menjamin kelancaran dan keamanan pelaksanaan Pilkada serentak pada 27 November 2024. ""Sudah (dipindah). Rekomendasi dari BPBD yang disampaikan kepada kami, kami senantiasa mengapresiasi dan akan melaksanakannya. Semuanya sudah kami perintahkan untuk digeser, ada 27 TPS,” ujar Ketua KPU Kota Bogor M Habibie Zaenal Arifin kepada Kompas.com, Kamis (21/11/2024). Baca juga: 16 Kecamatan Berpotensi Longsor, Pemkab Bandung Barat Tetapkan Status Siaga Darurat Bencana Habibie mengatakan, saat ini memang belum seluruh TPS dipindahkan. Tetapi, mayoritas sudah digeser ke tempat yang lebih aman, termasuk lima TPS di Kecamatan Bogor Selatan. Sisanya akan menyusul dipindahkan. Ada dua TPS di kecamatan yang sama masih dalam proses pencarian lokasi pengganti yang lebih aman. ""Kemarin informasi di Kecamatan Bogor Selatan ada tujuh dan lima sudah digeser. Dua TPS sedang dicari tempat penggantinya,"" kata dia. KPU Kota Bogor memastikan, seluruh TPS berada di lokasi yang aman pada hari pemungutan suara. ""Kami memastikan semua rekomendasi BPBD akan dilaksanakan. Hingga hari pemungutan suara, kami berkomitmen untuk terus memonitor dan memastikan TPS berada di lokasi yang aman,"" tegas dia. Baca juga: 78 TPS di Bogor Ada di Wilayah Rawan Bencana, Rentan Banjir atau Longsor Diberitakan sebelumnya, BPBD Kota Bogor mencatat 78 TPS berada di wilayah rawan bencana untuk pelaksanaan Pilkada 2024. Potensi ancaman di wilayah tersebut meliputi tanah longsor dan banjir yang tersebar di enam kecamatan di Kota Bogor. ""Jumlah total TPS rawan bencana di Kota Bogor sebanyak 78 TPS untuk Pilkada Gubernur Jawa Barat dan Wali Kota Bogor tahun 2024,"" ucap Kepala Pelaksana BPBD Hidayatulloh. ","Kompas.com - 21/11/2024, 12:58 WIB",Megapolitan
"Menag Ungkap Judi ""Online"" Tingkatkan Perceraian hingga 3.000 Kasus Per Tahun","JAKARTA, KOMPAS.com - Menteri Agama Nasaruddin Umar mengatakan, judi online menjadi penyebab tingkat perceraian meningkat hingga 3.000 kasus per tahun.  Nasaruddin yang juga Ketua Umum Badan Penasihat Pembinaan Pelestarian Perkawinan (BP4) itu menyebut, kasus perceraian makin masif saat judi online merajalela.  ""Sebelum marak judi online, jumlah perceraian tahun 2019 itu hanya 1.000-an, tapi setelah maraknya judi online, kami dapat data kemarin itu meningkat sampai 4.000-an. Sekitar 4.000 lebih perceraian karena judi online. Itu yang terdata,"" ucapnya dalam keterangan, Kamis (21/11/2024).  Baca juga: Judi Online Ancam Ekonomi, Potensi Perputaran Uang Capai Rp 700 T  Tidak hanya judi online, Nasaruddin juga mengungkapkan perceraian meningkat akibat perbedaan politik.  Dia mengatakan, ada satu provinsi yang tidak disebut namanya mencatat 500 kasus perceraian karena perbedaan pilihan politik.  ""Perceraian karena politik juga besar. Ada satu provinsi, terjadi 500 perceraian gara-gara politik. Suaminya milih si A, istrinya milih si B, cerai. Begitu rapuhnya sebuah perkawinan,"" tutur Nasaruddin. Baca juga:  Keseriusan Penindakan Hukum Dinilai Kunci Pemberantasan Judi Online  Sebab itu, Menag mengajak semua pihak khususnya BP4 banyak mengkaji data perceraian yang tersedia untuk memahami cara terbaik menurunkan angka yang semakin melonjak ini.  Sementara itu, Dirjen Bimas Islam Kemenag, Kamaruddin Amin, menyampaikan langkah strategis Kemenag untuk mengatasi masalah perceraian.   Ia mengatakan, mulai tahun 2025, semua pasangan calon pengantin diwajibkan mengikuti bimbingan perkawinan sebelum menikah.  “Kami menemukan korelasi signifikan antara bimbingan pernikahan dengan ketahanan keluarga. Pasangan yang telah terbimbing cenderung memiliki keluarga yang lebih kokoh dan tidak rentan terhadap perceraian, kekerasan dalam rumah tangga, atau melahirkan anak-anak stunting,” tuturnya. ","Kompas.com - 21/11/2024, 12:48 WIB",Nasional
"Ungkap Ada 500 Perceraian Karena Politik, Menag: Suami Milih A Istri Milih B, Cerai","JAKARTA, KOMPAS.com - Menteri Agama Nasaruddin Umar mengatakan, dalam satu provinsi yang tidak disebut namanya tercatat ada 500 perceraian suami istri karena perbedaan politik. Ini dinilai Nasaruddin sebagai tanda rapuhnya sebuah perkawinan, karena berpisah hanya karena perbedaan pilihan politik semata. ""Perceraian karena politik juga besar. Ada satu provinsi, terjadi 500 perceraian gara-gara politik. Suaminya milih si A, istrinya milih si B, cerai. Begitu rapuhnya sebuah perkawinan,"" ujar Nasaruddin dalam keterangan, Kamis (21/11/2024). Selain itu, Nasaruddin juga menyoroti tingkat perceraian yang semakin tinggi karena judi online. Dia menyebut setidaknya ada peningkatan 3000 kasus perceraian per tahun yang disebabkan oleh perjudian online ini. Baca juga: Perempuan Ini Laporkan Mantan Suami ke Polisi Terkait Tuduhan Fitnah Saat Sidang Perceraian ""Sebelum marak judi online, jumlah perceraian tahun 2019 itu hanya 1000-an, tapi setelah maraknya judi online, kami dapat data kemarin itu meningkat sampai 4000-an. Sekitar 4000-an lebih perceraian karena judi online. Itu yang terdata,"" katanya. Sebab itu dia berpesan kepada seluruh elemen masyarakat khususnya Badan Penasihat Pembinaan Pelestarian Perkawinan (BP4) banyak mengkaji data perceraian yang tersedia untuk memahami cara terbaik menurunkan angka yang semakin melonjak ini. Sementara itu, Dirjen Bimas Islam Kemenag, Kamaruddin Amin, menyampaikan langkah strategis Kemenag untuk mengatasi masalah perceraian. Ia mengatakan, mulai tahun 2025, seluruh pasangan calon pengantin diwajibkan mengikuti bimbingan perkawinan sebelum menikah. Baca juga: Ungkap Kerjaan Paling Berat Jadi Seskab, Pramono: Setujui Perceraian Staf “Kami menemukan korelasi signifikan antara bimbingan pernikahan dengan ketahanan keluarga. Pasangan yang telah terbimbing cenderung memiliki keluarga yang lebih kokoh dan tidak rentan terhadap perceraian, kekerasan dalam rumah tangga, atau melahirkan anak-anak stunting,” tuturnya. ","Kompas.com - 21/11/2024, 12:46 WIB",Nasional
"Minta Dukcapil Jaga Integritas, Wamendagri: Jangan Sampai Tragedi KTP-El Terulang","JAKARTA, KOMPAS.com - Wakil Menteri Dalam Negeri RI, Bima Arya mewanti-wanti agar kasus korupsi e-KTP tak lagi terjadi di Kemendagri. Oleh karenanya, ia mengingatkan jajaran Diretktorat Jenderal Kependudukan dan Pencatatan Sipil (Ditjen Dukcapil) untuk menjaga integritas mereka. ""Integritas ini Bapak Ibu ya bagi kita semua. Mulai dari Menteri, Wakil Menteri, para Dirjen, Direktur, Eselon 3, Eselon 4, Kepala Dinas Dukcapil, petugas pendaftaran dan semuanya, termasuk mitra-mitra. Jangan sampai tragedi KTP elektronik terulang kembali,"" katanya saat Rakornas Ditjen Dukcapil di Grand Mercure Hotel, Jakarta Pusat, Kamis (21/11/2024). Ia mengingatkan, jangan sampai ada kesalahan yang dilakukan secara sistematis di dalam Dukcapil. Termasuk merekayasa produk hukum, dan disahkan demi kepentingan ekonomi pribadi atau sekelompok kecil tertentu saja. Baca juga: Inovasi Mobil Keliling Dukcapil Surakarta Tuai Pujian dari Wamendagri Bima Arya Mantan Walikota Bogor ini juga menyinggung penegakan integritas yang masih berkutat di level bawah. ""Jangan sampai terjadi. Integritas ini ditegakkan, jangan hanya tajam ke bawah,"" tutur dia. Bima Arya pun menegaskan, dia tidak punya kepentingan apapun selain menjalankan tugas negara dan berfokus pada sinergitas pelayanan. Dia bahkan membagikan nomor ponselnya kepada hadirin Rakornas agar bisa melapor jika ada yang mencatut namanya untuk kepentingan tertentu. ""Saya tidak punya kepentingan. Jadi kalau ada yang menjual nama Wamen, ini kegiatannya Pak Bima, ini orang-orangnya Pak Bima, enggak ada. Saya sampaikan, tidak ada. Enggak ada kepentingan apapun saya di sini,"" tandasnya. ","Kompas.com - 21/11/2024, 12:41 WIB",Nasional
"Menanti Kejutan Politik Anies, Siap Deklarasi Dukungan untuk Pramono-Rano?","JAKARTA, KOMPAS.com - Sorotan publik mengarah ke mantan Gubernur Jakarta Anies Baswedan, setelah hadir dalam serangkaian pertemuan dengan pasangan calon gubernur dan wakil gubernur Jakarta nomor urut 3, Pramono Anung dan Rano Karno. Terbaru, Anies dijadwalkan menghadiri rapat akbar relawan ""Warga Kawal TPS"" yang digelar di Lapangan Blok S, Kebayoran Baru, Jakarta Selatan, Kamis (21/11/2024) sore. ""Rapat akbar Warga Kawal TPS. Acara ini akan dihadiri langsung oleh pasangan calon gubernur dan wakil gubernur Jakarta nomor urut 03 Pramono Anung dan Rano Karno serta Anies Baswedan,"" tulis undangan peliputan yang dibagikan tim Anies kepada Kompas.com, Rabu (20/11/2024) malam. Baca juga: Anies Deklarasikan Dukungan Nanti Sore? Ini Kata Pramono Anung Dalam pertemuan kedua antara Anies dan pasangan Pramono-Rano di Lebak Bulus, Cilandak, Jakarta Selatan, Rabu, pose tiga jari Anies memancing pertanyaan besar: apakah ini tanda dukungan untuk pasangan nomor urut 3? Juru bicara Pramono, Aris, tidak memberikan jawaban pasti saat ditanya soal kemungkinan deklarasi resmi dukungan Anies untuk Pramono-Rano dalam rapat akbar pada Kamis, sore. Aris hanya menyebut bahwa dalam rapat akbar tersebut, sejumlah juru bicara dan tangan kanan Anies juga akan hadir. ""Di sana yang jelas pentolan-pentolan relawan Anies, seperti Bang Sahrin, Bang Iwan, Ibu Tatak Ujiyati hadir,"" terang Aris. Foto pertemuan pada Rabu kemarin itu diposting di Instagram resmi @pramonoanungw. Dalam foto yang diunggah, Pramono mengenakan pakaian krem dengan celana hitam, sementara Rano Karno memakai kemeja bergaris biru dan celana putih. Baca juga: Endorsement Prabowo dan Jokowi Vs Anies dan Ahok di Pilkada Jakarta, Siapa Paling Berpengaruh? Anies, yang mengenakan batik, juga tampak berpose dengan salam tiga jari bersama Pramono Anung, Rano Karno, ulama, dan habib yang hadir dalam pertemuan itu. Pertemuan ini juga diunggah di akun Instagram resmi Anies, @aniesbaswedan. Dalam unggahannya, Anies menyebut pertemuan itu digunakan untuk berdiskusi dan menyamakan langkah perjuangan demi warga Jakarta. Unggahan tersebut menuai berbagai reaksi di media sosial. Banyak pendukung Anies menyambut baik langkah ini, melihatnya sebagai sinyal keberpihakan kepada paslon nomor urut 3. Pramono sebelumnya mengungkapkan bahwa Anies akan menyampaikan sikap politiknya dalam waktu dekat. ""Tinggal ditunggu saja satu hari atau dua hari ini,"" ujar Pramono saat dijumpai di acara Hanura Festival yang berlangsung di GOR Soemantri Brodjonegoro, Kuningan, Jakarta Selatan, Rabu (20/11/2024). Tidak hanya itu, mantan Sekretaris Kabinet ini juga memberikan petunjuk tentang adanya rencana besar yang akan dilakukannya bersama Anies. ""Bukan hanya kejutan, tetapi sesuatu hal yang ditunggu oleh banyak orang,"" kata Pramono. Baca juga: Mesranya Pramono-Rano dan Anies, Tertawa Lepas dan Pose Tiga Jari Saat Bertemu ","Kompas.com - 21/11/2024, 12:35 WIB",Megapolitan
